cell	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17
E15_rep1_clone00508	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	67	53	-1	58	-1	40	-1
E15_rep1_clone00509	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	77	-1	85	136	-1	139	-1
E15_rep1_clone00510	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	78	15	19	8	-1	5	-1
E15_rep1_clone00511	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	78	101	69	0	0	0	114
E15_rep1_clone00512	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	-1	7	-1	4	101
E15_rep1_clone00513	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	-1	10	-1	6	0
E15_rep1_clone00514	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	80	77	0	0	70	2
E15_rep1_clone00515	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	112	114	-1	101	-1	114
E15_rep1_clone00516	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	116	0	0	0	100	126
E15_rep1_clone00517	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	128	-1	119	0	0	0
E15_rep1_clone00518	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	149	-1	133	-1	100	0
E15_rep1_clone00519	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	157	0	150	99	-1	127
E15_rep1_clone00520	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	72	0	0	0	10
E15_rep1_clone00521	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	94	0	0	100	0
E15_rep1_clone00522	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	94	0	0	117	114
E15_rep1_clone00523	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	94	0	0	0	86
E15_rep1_clone00524	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	131	0	0	0
E15_rep1_clone00525	2	-1	2	-1	2	19	31	-1	26	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00526	3	16	25	0	10	3	29	-1	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00527	4	6	-1	5	-1	6	-1	7	20	0	0	0	0	0	0	0	15
E15_rep1_clone00528	6	5	-1	4	-1	5	-1	6	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00529	7	-1	6	-1	8	-1	25	22	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00530	10	-1	9	-1	12	-1	7	2	5	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00531	10	-1	9	-1	12	-1	7	23	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00532	10	-1	9	-1	12	-1	7	32	20	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00533	11	-1	10	-1	13	-1	8	24	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00534	15	-1	15	-1	18	-1	12	-1	9	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00535	17	-1	17	-1	20	-1	14	-1	34	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00536	24	-1	24	-1	27	-1	21	-1	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00537	25	6	-1	5	-1	6	-1	7	20	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00538	27	-1	26	-1	28	-1	22	-1	11	1	-1	2	-1	5	65	138	86
E15_rep1_clone00539	27	-1	26	-1	28	-1	22	-1	11	5	-1	6	-1	9	0	106	-1
E15_rep1_clone00540	27	-1	26	-1	28	-1	22	-1	11	24	-1	26	-1	30	-1	0	0
E15_rep1_clone00541	27	-1	26	-1	28	-1	22	-1	11	35	8	13	-1	17	-1	8	28
E15_rep1_clone00542	27	-1	26	-1	28	-1	22	-1	11	44	-1	64	-1	71	-1	53	72
E15_rep1_clone00543	27	-1	26	-1	28	-1	22	-1	11	45	-1	65	-1	72	-1	54	61
E15_rep1_clone00544	27	-1	26	-1	28	-1	22	-1	11	49	0	4	-1	7	-1	4	106
E15_rep1_clone00545	27	-1	26	-1	28	-1	22	-1	11	68	-1	84	-1	92	-1	73	-1
E15_rep1_clone00546	27	-1	26	-1	28	-1	22	-1	11	76	-1	90	-1	99	-1	80	-1
E15_rep1_clone00547	27	-1	26	-1	28	-1	22	-1	11	84	-1	95	-1	106	-1	88	-1
E15_rep1_clone00548	27	-1	26	-1	28	-1	22	-1	11	86	49	42	-1	47	-1	29	92
E15_rep1_clone00549	27	-1	26	-1	28	-1	22	-1	11	94	0	0	122	-1	103	-1	121
E15_rep1_clone00550	27	-1	26	-1	28	-1	22	-1	11	99	-1	29	-1	33	-1	18	-1
E15_rep1_clone00551	27	-1	26	-1	28	-1	22	-1	11	103	87	-1	99	111	5	83	89
E15_rep1_clone00552	27	-1	26	-1	28	-1	22	-1	11	104	-1	121	117	60	83	110	70
E15_rep1_clone00553	27	-1	26	-1	28	-1	22	-1	11	107	69	123	17	-1	16	-1	25
E15_rep1_clone00554	27	-1	26	-1	28	-1	22	-1	11	112	2	0	0	121	-1	121	102
E15_rep1_clone00555	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	15	-1	14	-1	23
E15_rep1_clone00556	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	24	-1	0	100	126
E15_rep1_clone00557	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	24	-1	0	100	0
E15_rep1_clone00558	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	0	113	0	95	-1
E15_rep1_clone00559	27	-1	26	-1	28	-1	22	-1	11	116	64	-1	14	-1	13	-1	22
E15_rep1_clone00560	27	-1	26	-1	28	-1	22	-1	11	119	1	-1	1	-1	1	95	-1
E15_rep1_clone00561	27	-1	26	-1	28	-1	22	-1	11	119	14	106	0	0	66	-1	114
E15_rep1_clone00562	27	-1	26	-1	28	-1	22	-1	11	120	14	7	-1	10	-1	6	101
E15_rep1_clone00563	27	-1	26	-1	28	-1	22	-1	11	134	15	-1	34	-1	36	95	-1
E15_rep1_clone00564	27	-1	26	-1	28	-1	22	-1	11	140	60	140	-1	129	85	-1	117
E15_rep1_clone00565	27	-1	26	-1	28	-1	22	-1	11	0	6	4	-1	7	-1	4	101
E15_rep1_clone00566	27	-1	26	-1	28	-1	22	-1	11	0	9	-1	25	-1	28	-1	0
E15_rep1_clone00567	27	-1	26	-1	28	-1	22	-1	11	0	28	-1	45	-1	48	-1	48
E15_rep1_clone00568	27	-1	26	-1	28	-1	22	-1	11	0	42	0	3	-1	3	-1	3
E15_rep1_clone00569	27	-1	26	-1	28	-1	22	-1	11	0	45	135	9	-1	8	-1	11
E15_rep1_clone00570	27	-1	26	-1	28	-1	22	-1	11	0	57	-1	3	-1	3	-1	3
E15_rep1_clone00571	27	-1	26	-1	28	-1	22	-1	11	0	60	0	16	-1	15	-1	24
E15_rep1_clone00572	27	-1	26	-1	28	-1	22	-1	11	0	60	0	0	73	59	89	0
E15_rep1_clone00573	27	-1	26	-1	28	-1	22	-1	11	0	60	0	0	0	0	0	17
E15_rep1_clone00574	27	-1	26	-1	28	-1	22	-1	11	0	62	0	81	-1	0	128	0
E15_rep1_clone00575	27	-1	26	-1	28	-1	22	-1	11	0	68	38	-1	43	-1	25	-1
E15_rep1_clone00576	27	-1	26	-1	28	-1	22	-1	11	0	77	-1	85	136	-1	139	-1
E15_rep1_clone00577	27	-1	26	-1	28	-1	22	-1	11	0	78	101	69	0	0	0	114
E15_rep1_clone00578	27	-1	26	-1	28	-1	22	-1	11	0	0	81	8	-1	7	-1	0
E15_rep1_clone00579	27	-1	26	-1	28	-1	22	-1	11	0	0	82	61	115	77	115	42
E15_rep1_clone00580	27	-1	26	-1	28	-1	22	-1	11	0	0	114	-1	0	0	100	107
E15_rep1_clone00581	27	-1	26	-1	28	-1	22	-1	11	0	0	127	0	110	78	10	126
E15_rep1_clone00582	27	-1	26	-1	28	-1	22	-1	11	0	0	149	-1	133	-1	100	0
E15_rep1_clone00583	27	-1	26	-1	28	-1	22	-1	11	0	0	0	33	0	0	108	-1
E15_rep1_clone00584	27	-1	26	-1	28	-1	22	-1	11	0	0	0	81	-1	0	100	86
E15_rep1_clone00585	27	-1	26	-1	28	-1	22	-1	11	0	0	0	94	0	0	0	86
E15_rep1_clone00586	27	-1	26	-1	28	-1	22	-1	11	0	0	0	114	-1	101	-1	114
E15_rep1_clone00587	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	125	71	100	0
E15_rep1_clone00588	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	131	0	0	0
E15_rep1_clone00589	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	67	67
E15_rep1_clone00590	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	107	-1
E15_rep1_clone00591	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	0	17
E15_rep1_clone00592	29	-1	4	-1	4	-1	2	0	0	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00593	32	13	-1	12	-1	14	-1	14	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00594	34	-1	12	0	37	21	-1	25	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00595	35	19	-1	0	34	-1	32	38	10	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00596	38	15	-1	14	-1	16	-1	16	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00597	40	-1	30	0	36	-1	33	-1	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00598	42	7	-1	6	-1	7	-1	8	24	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00599	46	7	-1	6	-1	7	-1	8	7	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00600	47	9	-1	8	-1	10	-1	10	14	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00601	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	9	71	106	-1
E15_rep1_clone00602	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	9	0	106	-1
E15_rep1_clone00603	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	11	-1	15	0	0	80
E15_rep1_clone00604	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	21	-1	24	23	134	-1
E15_rep1_clone00605	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	60	43	-1	48	-1	30	-1
E15_rep1_clone00606	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	57	-1	63	-1	45	38
E15_rep1_clone00607	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	57	-1	63	-1	45	101
E15_rep1_clone00608	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	59	-1	65	-1	47	0
E15_rep1_clone00609	-1	-1	-1	-1	-1	-1	-1	-1	-1	71	74	-1	80	120	-1	120	108
E15_rep1_clone00610	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	0	0	138	-1	141	-1
E15_rep1_clone00611	-1	-1	-1	-1	-1	-1	-1	-1	-1	73	-1	87	-1	96	-1	77	-1
E15_rep1_clone00612	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	50	58	-1	64	-1	46	-1
E15_rep1_clone00613	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	74	-1	80	138	-1	141	-1
E15_rep1_clone00614	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	19	-1	38	-1	40	-1	28
E15_rep1_clone00615	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	90	-1	105	139	75	113	96
E15_rep1_clone00616	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	0	54	86	101	0	0	0
E15_rep1_clone00617	-1	-1	-1	-1	-1	-1	-1	-1	-1	98	75	-1	83	140	-1	142	-1
E15_rep1_clone00618	-1	-1	-1	-1	-1	-1	-1	-1	-1	107	69	123	17	-1	16	-1	25
E15_rep1_clone00619	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	103	-1	96	-1	74
E15_rep1_clone00620	-1	-1	-1	-1	-1	-1	-1	-1	-1	119	1	-1	1	-1	1	95	-1
E15_rep1_clone00621	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	84	0	3	-1	3	-1	3
E15_rep1_clone00622	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	136	0	126	0	0	105
E15_rep1_clone00623	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	142	-1	137	-1	140	122
E15_rep1_clone00624	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	26	-1	43	-1	46	-1	46
E15_rep1_clone00625	-1	-1	-1	-1	-1	-1	-1	-1	-1	145	59	4	-1	7	-1	4	91
E15_rep1_clone00626	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	12	-1	30	-1	33	-1	90
E15_rep1_clone00627	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	30	-1	47	-1	50	-1	50
E15_rep1_clone00628	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	37	-1	55	-1	57	-1	60
E15_rep1_clone00629	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	43	-1	57	-1	60	-1	64
E15_rep1_clone00630	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	51	98	26	-1	29	-1	35
E15_rep1_clone00631	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	57	-1	3	-1	3	-1	3
E15_rep1_clone00632	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	4	-1	7	-1	4	101
E15_rep1_clone00633	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	38	-1	43	-1	25	-1
E15_rep1_clone00634	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	52	-1	57	-1	39	-1
E15_rep1_clone00635	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	102	-1	146	-1	147	-1
E15_rep1_clone00636	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	62	124	66	78	0	128	0
E15_rep1_clone00637	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	64	-1	0	138	-1	141	-1
E15_rep1_clone00638	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	70	29	-1	33	-1	18	-1
E15_rep1_clone00639	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	76	-1	84	0	0	100	114
E15_rep1_clone00640	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	89	-1	104	110	78	97	-1
E15_rep1_clone00641	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	0	0	0	0	0
E15_rep1_clone00642	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	54	86	101	0	112	-1
E15_rep1_clone00643	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	80	77	0	0	41	0
E15_rep1_clone00644	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	80	0	0	0	0	12
E15_rep1_clone00645	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	100	2	-1	2	-1	1
E15_rep1_clone00646	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	100	0	0	0	100	126
E15_rep1_clone00647	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	102	-1	138	-1	141	-1
E15_rep1_clone00648	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	106	94	0	0	0	0
E15_rep1_clone00649	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	33	0	0	108	-1
E15_rep1_clone00650	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	114	-1	101	-1	114
E15_rep1_clone00651	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	59	0	68	72
E15_rep1_clone00652	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	138	-1	141	-1
E15_rep1_clone00653	0	20	34	0	15	9	25	37	30	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00654	2	-1	2	-1	2	20	31	-1	26	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00655	2	-1	2	-1	2	24	28	-1	23	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00656	2	-1	2	-1	2	29	-1	34	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00657	4	6	-1	5	-1	6	-1	7	20	47	41	60	-1	66	-1	48	-1
E15_rep1_clone00658	4	6	-1	5	-1	6	-1	7	20	104	-1	121	118	116	44	55	70
E15_rep1_clone00659	4	6	-1	5	-1	6	-1	7	20	0	0	0	0	0	0	12	-1
E15_rep1_clone00660	5	-1	5	-1	6	28	-1	33	-1	33	-1	48	-1	53	-1	35	83
E15_rep1_clone00661	5	-1	5	-1	6	28	-1	33	-1	0	0	45	-1	50	-1	32	-1
E15_rep1_clone00662	6	7	-1	6	-1	7	-1	8	17	140	0	114	-1	108	0	100	107
E15_rep1_clone00663	6	7	-1	6	-1	7	-1	8	17	0	0	45	-1	50	-1	32	-1
E15_rep1_clone00664	6	8	-1	7	-1	8	-1	9	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00665	7	-1	6	-1	8	-1	24	-1	10	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00666	7	-1	6	-1	8	-1	28	-1	23	125	-1	142	-1	137	-1	140	122
E15_rep1_clone00667	8	3	-1	2	-1	2	-1	17	14	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00668	10	-1	9	-1	12	-1	7	3	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00669	10	-1	9	-1	12	-1	7	18	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00670	10	-1	9	-1	12	-1	7	32	30	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00671	10	-1	9	-1	12	-1	7	32	30	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00672	14	-1	14	-1	17	-1	11	-1	20	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00673	16	-1	16	-1	19	-1	13	-1	1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00674	16	-1	16	-1	19	-1	13	-1	2	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00675	16	-1	16	-1	19	-1	13	-1	27	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00676	17	-1	17	-1	20	-1	14	-1	13	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00677	17	-1	17	-1	20	-1	14	-1	14	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00678	18	-1	18	-1	21	-1	15	-1	2	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00679	19	-1	19	-1	22	-1	16	-1	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00680	19	-1	19	-1	22	-1	16	-1	16	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00681	19	-1	19	-1	22	-1	16	-1	20	20	-1	24	-1	27	27	15	86
E15_rep1_clone00682	19	-1	19	-1	22	-1	16	-1	20	55	-1	72	-1	81	-1	61	-1
E15_rep1_clone00683	19	-1	19	-1	22	-1	16	-1	20	100	-1	138	-1	128	92	-1	125
E15_rep1_clone00684	19	-1	19	-1	22	-1	16	-1	20	104	-1	121	119	134	64	126	71
E15_rep1_clone00685	19	-1	19	-1	22	-1	16	-1	20	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00686	19	-1	19	-1	22	-1	16	-1	20	0	0	45	-1	50	-1	32	-1
E15_rep1_clone00687	21	-1	21	-1	24	-1	18	-1	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00688	22	-1	22	-1	25	-1	19	-1	28	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00689	23	-1	23	-1	26	-1	20	-1	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00690	25	11	-1	10	-1	12	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00691	25	13	-1	12	-1	14	-1	14	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00692	26	17	-1	15	-1	18	-1	20	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00693	27	-1	26	-1	28	-1	22	-1	11	1	-1	2	-1	5	26	100	81
E15_rep1_clone00694	27	-1	26	-1	28	-1	22	-1	11	1	-1	2	-1	5	61	95	-1
E15_rep1_clone00695	27	-1	26	-1	28	-1	22	-1	11	1	-1	2	-1	5	0	95	-1
E15_rep1_clone00696	27	-1	26	-1	28	-1	22	-1	11	2	66	113	4	3	-1	2	-1
E15_rep1_clone00697	27	-1	26	-1	28	-1	22	-1	11	5	-1	6	-1	9	71	106	-1
E15_rep1_clone00698	27	-1	26	-1	28	-1	22	-1	11	9	-1	11	-1	15	0	0	80
E15_rep1_clone00699	27	-1	26	-1	28	-1	22	-1	11	10	-1	12	-1	16	0	69	126
E15_rep1_clone00700	27	-1	26	-1	28	-1	22	-1	11	13	26	-1	43	-1	46	-1	46
E15_rep1_clone00701	27	-1	26	-1	28	-1	22	-1	11	15	-1	18	-1	21	0	95	-1
E15_rep1_clone00702	27	-1	26	-1	28	-1	22	-1	11	17	-1	21	-1	24	-1	0	118
E15_rep1_clone00703	27	-1	26	-1	28	-1	22	-1	11	17	-1	21	-1	24	23	134	-1
E15_rep1_clone00704	27	-1	26	-1	28	-1	22	-1	11	19	-1	23	-1	26	25	114	-1
E15_rep1_clone00705	27	-1	26	-1	28	-1	22	-1	11	25	-1	28	-1	32	-1	69	101
E15_rep1_clone00706	27	-1	26	-1	28	-1	22	-1	11	27	0	105	0	117	0	133	-1
E15_rep1_clone00707	27	-1	26	-1	28	-1	22	-1	11	31	35	-1	53	-1	55	-1	58
E15_rep1_clone00708	27	-1	26	-1	28	-1	22	-1	11	32	-1	47	-1	52	-1	100	114
E15_rep1_clone00709	27	-1	26	-1	28	-1	22	-1	11	34	-1	51	-1	56	-1	38	126
E15_rep1_clone00710	27	-1	26	-1	28	-1	22	-1	11	36	24	109	94	118	70	93	-1
E15_rep1_clone00711	27	-1	26	-1	28	-1	22	-1	11	38	-1	57	-1	63	-1	45	94
E15_rep1_clone00712	27	-1	26	-1	28	-1	22	-1	11	38	-1	57	-1	63	-1	45	101
E15_rep1_clone00713	27	-1	26	-1	28	-1	22	-1	11	38	-1	57	-1	63	-1	45	104
E15_rep1_clone00714	27	-1	26	-1	28	-1	22	-1	11	38	-1	57	-1	63	-1	45	115
E15_rep1_clone00715	27	-1	26	-1	28	-1	22	-1	11	48	0	39	-1	44	-1	26	-1
E15_rep1_clone00716	27	-1	26	-1	28	-1	22	-1	11	50	-1	66	-1	74	-1	56	85
E15_rep1_clone00717	27	-1	26	-1	28	-1	22	-1	11	64	60	27	-1	31	-1	17	-1
E15_rep1_clone00718	27	-1	26	-1	28	-1	22	-1	11	72	-1	0	0	138	-1	141	-1
E15_rep1_clone00719	27	-1	26	-1	28	-1	22	-1	11	72	46	130	-1	120	-1	120	108
E15_rep1_clone00720	27	-1	26	-1	28	-1	22	-1	11	77	-1	91	-1	100	-1	81	-1
E15_rep1_clone00721	27	-1	26	-1	28	-1	22	-1	11	83	-1	94	-1	105	-1	87	-1
E15_rep1_clone00722	27	-1	26	-1	28	-1	22	-1	11	85	60	41	-1	46	-1	28	-1
E15_rep1_clone00723	27	-1	26	-1	28	-1	22	-1	11	85	0	41	-1	46	-1	28	-1
E15_rep1_clone00724	27	-1	26	-1	28	-1	22	-1	11	90	-1	46	-1	51	-1	33	-1
E15_rep1_clone00725	27	-1	26	-1	28	-1	22	-1	11	92	55	99	63	69	72	104	27
E15_rep1_clone00726	27	-1	26	-1	28	-1	22	-1	11	94	12	-1	30	-1	33	-1	86
E15_rep1_clone00727	27	-1	26	-1	28	-1	22	-1	11	95	43	-1	57	-1	60	-1	64
E15_rep1_clone00728	27	-1	26	-1	28	-1	22	-1	11	96	47	0	3	-1	3	-1	3
E15_rep1_clone00729	27	-1	26	-1	28	-1	22	-1	11	96	57	-1	94	114	-1	113	96
E15_rep1_clone00730	27	-1	26	-1	28	-1	22	-1	11	97	47	0	3	-1	3	-1	3
E15_rep1_clone00731	27	-1	26	-1	28	-1	22	-1	11	98	75	-1	83	140	-1	142	-1
E15_rep1_clone00732	27	-1	26	-1	28	-1	22	-1	11	99	-1	44	-1	49	-1	31	-1
E15_rep1_clone00733	27	-1	26	-1	28	-1	22	-1	11	101	60	45	-1	50	-1	32	-1
E15_rep1_clone00734	27	-1	26	-1	28	-1	22	-1	11	101	63	102	-1	0	90	-1	123
E15_rep1_clone00735	27	-1	26	-1	28	-1	22	-1	11	104	-1	121	117	60	83	127	70
E15_rep1_clone00736	27	-1	26	-1	28	-1	22	-1	11	106	-1	122	65	40	0	138	126
E15_rep1_clone00737	27	-1	26	-1	28	-1	22	-1	11	108	0	144	70	-1	81	-1	111
E15_rep1_clone00738	27	-1	26	-1	28	-1	22	-1	11	110	0	0	0	125	71	100	0
E15_rep1_clone00739	27	-1	26	-1	28	-1	22	-1	11	112	60	0	0	121	-1	121	102
E15_rep1_clone00740	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	7	-1	6	-1	8
E15_rep1_clone00741	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	21	-1	19	-1	30
E15_rep1_clone00742	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	0	19	18	122	-1
E15_rep1_clone00743	27	-1	26	-1	28	-1	22	-1	11	114	-1	132	3	-1	3	-1	3
E15_rep1_clone00744	27	-1	26	-1	28	-1	22	-1	11	115	-1	133	82	-1	80	100	88
E15_rep1_clone00745	27	-1	26	-1	28	-1	22	-1	11	118	88	14	-1	18	-1	9	86
E15_rep1_clone00746	27	-1	26	-1	28	-1	22	-1	11	120	84	0	3	-1	3	-1	3
E15_rep1_clone00747	27	-1	26	-1	28	-1	22	-1	11	127	0	33	-1	37	-1	21	-1
E15_rep1_clone00748	27	-1	26	-1	28	-1	22	-1	11	133	-1	150	100	142	-1	143	43
E15_rep1_clone00749	27	-1	26	-1	28	-1	22	-1	11	136	-1	152	-1	122	-1	123	44
E15_rep1_clone00750	27	-1	26	-1	28	-1	22	-1	11	136	-1	152	-1	152	-1	151	-1
E15_rep1_clone00751	27	-1	26	-1	28	-1	22	-1	11	140	0	0	41	-1	43	-1	41
E15_rep1_clone00752	27	-1	26	-1	28	-1	22	-1	11	142	-1	158	-1	155	0	0	0
E15_rep1_clone00753	27	-1	26	-1	28	-1	22	-1	11	144	86	115	3	-1	3	-1	3
E15_rep1_clone00754	27	-1	26	-1	28	-1	22	-1	11	145	59	4	-1	7	-1	4	91
E15_rep1_clone00755	27	-1	26	-1	28	-1	22	-1	11	0	14	81	8	-1	7	-1	0
E15_rep1_clone00756	27	-1	26	-1	28	-1	22	-1	11	0	14	0	3	-1	3	-1	3
E15_rep1_clone00757	27	-1	26	-1	28	-1	22	-1	11	0	17	-1	36	-1	38	-1	56
E15_rep1_clone00758	27	-1	26	-1	28	-1	22	-1	11	0	29	-1	46	-1	49	-1	49
E15_rep1_clone00759	27	-1	26	-1	28	-1	22	-1	11	0	43	-1	57	-1	60	-1	64
E15_rep1_clone00760	27	-1	26	-1	28	-1	22	-1	11	0	44	-1	60	-1	62	-1	66
E15_rep1_clone00761	27	-1	26	-1	28	-1	22	-1	11	0	51	98	26	-1	29	-1	35
E15_rep1_clone00762	27	-1	26	-1	28	-1	22	-1	11	0	55	-1	3	-1	3	-1	3
E15_rep1_clone00763	27	-1	26	-1	28	-1	22	-1	11	0	56	-1	5	144	-1	145	0
E15_rep1_clone00764	27	-1	26	-1	28	-1	22	-1	11	0	57	-1	16	-1	15	-1	24
E15_rep1_clone00765	27	-1	26	-1	28	-1	22	-1	11	0	60	45	-1	50	-1	32	-1
E15_rep1_clone00766	27	-1	26	-1	28	-1	22	-1	11	0	60	102	-1	146	-1	147	-1
